"clade","gene","raw_cell","parsed_min","parsed_max","was_corrupted"
"Polychaeta","trnF","1.0",1,1,FALSE
"Polychaeta","trnG","1.0",1,1,FALSE
"Polychaeta","trnH","1.0",1,1,FALSE
"Polychaeta","trnI","1.0",1,1,FALSE
"Polychaeta","trnK","1.0",1,1,FALSE
"Polychaeta","trnL","46025.0",1,3,TRUE
"Polychaeta","trnM","46024.0",1,2,TRUE
"Polychaeta","trnN","1.0",1,1,FALSE
"Polychaeta","trnP","1.0",1,1,FALSE
"Polychaeta","trnQ","1.0",1,1,FALSE
"Polychaeta","trnR","1.0",1,1,FALSE
"Polychaeta","trnS","46025.0",1,3,TRUE
"Polychaeta","trnT","1.0",1,1,FALSE
"Polychaeta","trnV","1.0",1,1,FALSE
"Polychaeta","trnW","1.0",1,1,FALSE
"Polychaeta","trnY","1.0",1,1,FALSE
"Pycnogonida","ctrl","1.0",1,1,FALSE
"Pycnogonida","rrnL","1.0",1,1,FALSE
"Pycnogonida","rrnS","1.0",1,1,FALSE
"Pycnogonida","nad1","1.0",1,1,FALSE
"Pycnogonida","nad2","1.0",1,1,FALSE
"Pycnogonida","cox1","1.0",1,1,FALSE
"Pycnogonida","cox2","1.0",1,1,FALSE
"Pycnogonida","atp8","1.0",1,1,FALSE
"Pycnogonida","atp6","1.0",1,1,FALSE
"Pycnogonida","cox3","1.0",1,1,FALSE
"Pycnogonida","nad3","1.0",1,1,FALSE
"Pycnogonida","nad4l","1.0",1,1,FALSE
"Pycnogonida","nad4","1.0",1,1,FALSE
"Pycnogonida","nad5","1.0",1,1,FALSE
"Pycnogonida","nad6","1.0",1,1,FALSE
"Pycnogonida","cob","1.0",1,1,FALSE
"Pycnogonida","orf","0-1",0,1,FALSE
"Pycnogonida","trnA","1.0",1,1,FALSE
"Pycnogonida","trnC","1.0",1,1,FALSE
"Pycnogonida","trnD","1.0",1,1,FALSE
"Pycnogonida","trnE","1.0",1,1,FALSE
"Pycnogonida","trnF","1.0",1,1,FALSE
"Pycnogonida","trnG","1.0",1,1,FALSE
"Pycnogonida","trnH","1.0",1,1,FALSE
"Pycnogonida","trnI","1.0",1,1,FALSE
"Pycnogonida","trnK","1.0",1,1,FALSE
"Pycnogonida","trnL","2.0",2,2,FALSE
"Pycnogonida","trnM","1.0",1,1,FALSE
"Pycnogonida","trnN","1.0",1,1,FALSE
"Pycnogonida","trnP","1.0",1,1,FALSE
"Pycnogonida","trnQ","1.0",1,1,FALSE
"Pycnogonida","trnR","1.0",1,1,FALSE
"Pycnogonida","trnS","2.0",2,2,FALSE
"Pycnogonida","trnT","1.0",1,1,FALSE
"Pycnogonida","trnV","1.0",1,1,FALSE
"Pycnogonida","trnW","1.0",1,1,FALSE
"Pycnogonida","trnY","1.0",1,1,FALSE
"Sipuncula","ctrl","1.0",1,1,FALSE
"Sipuncula","rrnL","1.0",1,1,FALSE
"Sipuncula","rrnS","1.0",1,1,FALSE
"Sipuncula","nad1","1.0",1,1,FALSE
"Sipuncula","nad2","1.0",1,1,FALSE
"Sipuncula","cox1","1.0",1,1,FALSE
"Sipuncula","cox2","1.0",1,1,FALSE
"Sipuncula","atp8","1.0",1,1,FALSE
"Sipuncula","atp6","1.0",1,1,FALSE
"Sipuncula","cox3","1.0",1,1,FALSE
"Sipuncula","nad3","1.0",1,1,FALSE
"Sipuncula","nad4l","1.0",1,1,FALSE
"Sipuncula","nad4","1.0",1,1,FALSE
"Sipuncula","nad5","1.0",1,1,FALSE
"Sipuncula","nad6","1.0",1,1,FALSE
"Sipuncula","cob","1.0",1,1,FALSE
"Sipuncula","rvt","0-2",0,2,FALSE
"Sipuncula","im","0-2",0,2,FALSE
"Sipuncula","trnA","1.0",1,1,FALSE
"Sipuncula","trnC","1.0",1,1,FALSE
"Sipuncula","trnD","1.0",1,1,FALSE
"Sipuncula","trnE","1.0",1,1,FALSE
"Sipuncula","trnF","1.0",1,1,FALSE
"Sipuncula","trnG","1.0",1,1,FALSE
"Sipuncula","trnH","1.0",1,1,FALSE
"Sipuncula","trnI","1.0",1,1,FALSE
"Sipuncula","trnK","1.0",1,1,FALSE
"Sipuncula","trnL","2.0",2,2,FALSE
"Sipuncula","trnM","46024.0",1,2,TRUE
"Sipuncula","trnN","1.0",1,1,FALSE
"Sipuncula","trnP","1.0",1,1,FALSE
"Sipuncula","trnQ","1.0",1,1,FALSE
"Sipuncula","trnR","1.0",1,1,FALSE
"Sipuncula","trnS","2.0",2,2,FALSE
"Sipuncula","trnT","1.0",1,1,FALSE
"Sipuncula","trnV","1.0",1,1,FALSE
"Sipuncula","trnW","1.0",1,1,FALSE
"Sipuncula","trnY","1.0",1,1,FALSE
"Thaliacea","ctrl","1.0",1,1,FALSE
"Thaliacea","rrnL","1.0",1,1,FALSE
"Thaliacea","rrnS","1.0",1,1,FALSE
"Thaliacea","nad1","1.0",1,1,FALSE
"Thaliacea","nad2","1.0",1,1,FALSE
"Thaliacea","cox1","1.0",1,1,FALSE
"Thaliacea","cox2","1.0",1,1,FALSE
"Thaliacea","atp8","0-1",0,1,FALSE
"Thaliacea","atp6","1.0",1,1,FALSE
"Thaliacea","cox3","1.0",1,1,FALSE
"Thaliacea","nad3","1.0",1,1,FALSE
"Thaliacea","nad4l","1.0",1,1,FALSE
"Thaliacea","nad4","1.0",1,1,FALSE
"Thaliacea","nad5","1.0",1,1,FALSE
"Thaliacea","nad6","1.0",1,1,FALSE
"Thaliacea","cob","1.0",1,1,FALSE
"Thaliacea","trnA","1.0",1,1,FALSE
"Thaliacea","trnC","1.0",1,1,FALSE
"Thaliacea","trnD","1.0",1,1,FALSE
"Thaliacea","trnE","1.0",1,1,FALSE
"Thaliacea","trnF","1.0",1,1,FALSE
"Thaliacea","trnG","2.0",2,2,FALSE
"Thaliacea","trnH","1.0",1,1,FALSE
"Thaliacea","trnI","1.0",1,1,FALSE
"Thaliacea","trnK","1.0",1,1,FALSE
"Thaliacea","trnL","2.0",2,2,FALSE
"Thaliacea","trnM","2.0",2,2,FALSE
"Thaliacea","trnN","1.0",1,1,FALSE
"Thaliacea","trnP","1.0",1,1,FALSE
"Thaliacea","trnQ","1.0",1,1,FALSE
"Thaliacea","trnR","1.0",1,1,FALSE
"Thaliacea","trnS","2.0",2,2,FALSE
"Thaliacea","trnT","1.0",1,1,FALSE
"Thaliacea","trnV","1.0",1,1,FALSE
"Thaliacea","trnW","1.0",1,1,FALSE
"Thaliacea","trnY","1.0",1,1,FALSE
"Thecostraca","ctrl","1.0",1,1,FALSE
"Thecostraca","rrnL","1.0",1,1,FALSE
"Thecostraca","rrnS","1.0",1,1,FALSE
"Thecostraca","nad1","1.0",1,1,FALSE
"Thecostraca","nad2","1.0",1,1,FALSE
"Thecostraca","cox1","1.0",1,1,FALSE
"Thecostraca","cox2","1.0",1,1,FALSE
"Thecostraca","atp8","1.0",1,1,FALSE
"Thecostraca","atp6","1.0",1,1,FALSE
"Thecostraca","cox3","1.0",1,1,FALSE
"Thecostraca","nad3","1.0",1,1,FALSE
"Thecostraca","nad4l","1.0",1,1,FALSE
"Thecostraca","nad4","1.0",1,1,FALSE
"Thecostraca","nad5","1.0",1,1,FALSE
"Thecostraca","nad6","1.0",1,1,FALSE
"Thecostraca","cob","1.0",1,1,FALSE
"Thecostraca","trnA","1.0",1,1,FALSE
"Thecostraca","trnC","46025.0",1,3,TRUE
"Thecostraca","trnD","1.0",1,1,FALSE
"Thecostraca","trnE","1.0",1,1,FALSE
"Thecostraca","trnF","1.0",1,1,FALSE
"Thecostraca","trnG","1.0",1,1,FALSE
"Thecostraca","trnH","1.0",1,1,FALSE
"Thecostraca","trnI","1.0",1,1,FALSE
"Thecostraca","trnK","0-1",0,1,FALSE
"Thecostraca","trnL","2.0",2,2,FALSE
"Thecostraca","trnM","1.0",1,1,FALSE
"Thecostraca","trnN","1.0",1,1,FALSE
"Thecostraca","trnP","1.0",1,1,FALSE
"Thecostraca","trnQ","0-1",0,1,FALSE
"Thecostraca","trnR","1.0",1,1,FALSE
"Thecostraca","trnS","46025.0",1,3,TRUE
"Thecostraca","trnT","1.0",1,1,FALSE
"Thecostraca","trnV","1.0",1,1,FALSE
"Thecostraca","trnW","1.0",1,1,FALSE
"Thecostraca","trnY","46024.0",1,2,TRUE
